filename,auc
img0_8_8.png,0.030719864392522528
img1_4_4.png,0.057130779256176496
img2_4_4.png,0.006159432338291991
img3_8_8.png,0.027879277797135265
img4_4_0.png,0.0022115966449413648
img7_0_0.png,0.36494175388477734
img8_6_8.png,0.0025409706119859624
img11_6_6.png,0.02999837357966002
img13_6_6.png,0.0027778058558272246
img14_0_0.png,0.23134958403883502
img15_5_2.png,0.00015995542098728557
img16_0_5.png,0.2552225086954422
img17_2_2.png,0.6389727588719688
img19_5_5.png,0.04076576281347328
img20_2_2.png,0.6615764303482136
img21_0_5.png,0.2636071571311913
img22_1_1.png,0.981626603603363
img26_1_1.png,0.9916043028235435
img35_7_2.png,0.004170691988312752
img36_5_5.png,0.04562320904094189
img37_3_3.png,0.04249361794228606
img45_3_3.png,0.06696664321265475
img48_6_8.png,0.0017565530323086647
img49_7_7.png,0.028004672226759574
img56_7_8.png,0.003222660578752663
img60_4_5.png,0.001883305239349553
img91_5_0.png,1.997730525551411e-06
img96_8_2.png,4.066871001293646e-05
img143_8_2.png,0.004555976520199221
img156_7_7.png,0.02833929570096185
img218_3_2.png,0.0037770895774502833
img582_3_2.png,0.0003324702903233855
img807_2_1.png,0.002385003340896219
img883_2_1.png,0.001942708076094277
